Origin City,Origin Airport,Dest. City,Dest Airport,Flight Date,Day of Week,Airline,Price,Duration,Miles
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-25,6,Delta,199,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-25,6,Delta,199,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-25,6,American Airlines,147,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-25,6,American Airlines,147,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-25,6,United Airlines,120,6:05,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,Delta,69,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,Delta,69,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,Delta,69,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,Delta,69,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,JetBlue,89,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,Delta,99,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,Delta,99,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,Delta,99,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,American Airlines,77,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,American Airlines,77,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-26,0,American Airlines,83,5:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,Delta,69,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,Delta,69,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,Delta,69,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,Delta,69,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,Delta,69,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,Delta,69,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,Delta,69,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,JetBlue,89,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,Delta,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,American Airlines,77,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,American Airlines,77,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-27,1,American Airlines,77,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,Delta,69,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,Delta,69,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,JetBlue,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,Delta,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,Delta,99,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,Delta,129,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,Delta,129,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,Delta,129,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,Delta,129,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,American Airlines,77,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,American Airlines,83,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-28,2,American Airlines,77,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,JetBlue,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,Delta,139,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,Delta,169,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,Delta,199,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,Delta,229,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,Delta,229,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,Delta,229,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,Delta,234,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,Delta,229,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,Delta,234,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,Delta,234,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,Delta,294,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,United Airlines,150,6:05,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,American Airlines,187,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-29,3,American Airlines,187,5:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,JetBlue,114,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,Delta,169,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,Delta,229,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,Delta,234,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,Delta,234,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,Delta,234,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,Delta,234,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,Delta,294,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,Delta,294,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,Delta,294,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,Delta,354,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,Delta,354,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,United Airlines,187,6:05,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,American Airlines,254,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-30,4,American Airlines,319,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,Delta,69,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,Delta,69,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,Delta,69,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,Delta,99,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,Delta,99,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,JetBlue,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,Delta,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,Delta,99,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,Delta,129,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,Delta,159,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,American Airlines,83,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,American Airlines,83,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-08-31,5,American Airlines,132,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,Delta,69,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,Delta,69,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,Delta,69,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,Delta,69,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,Delta,99,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,Delta,99,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,Delta,99,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,Delta,99,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,JetBlue,114,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,Delta,129,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,American Airlines,83,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,American Airlines,83,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-01,6,American Airlines,83,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,JetBlue,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,Delta,129,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,Delta,129,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,Delta,159,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,Delta,159,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,Delta,189,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,Delta,189,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,Delta,189,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,Delta,189,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,Delta,189,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,Delta,189,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,Delta,189,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,American Airlines,147,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,American Airlines,147,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-02,0,United Airlines,141,6:05,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,JetBlue,114,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,American Airlines,77,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,Delta,129,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,Delta,129,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,Delta,129,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,Delta,129,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,Delta,159,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,Delta,159,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,Delta,159,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,Delta,159,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,Delta,159,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,American Airlines,83,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,Delta,189,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,Delta,189,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-03,1,American Airlines,77,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,Delta,69,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,Delta,69,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,Delta,69,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,Delta,69,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,Delta,69,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,Delta,69,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,Delta,99,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,JetBlue,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,Delta,319,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,Delta,319,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,American Airlines,77,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,American Airlines,77,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-04,2,American Airlines,77,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,Delta,69,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,Delta,69,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,JetBlue,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,Delta,99,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,Delta,129,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,Delta,129,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,Delta,159,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,American Airlines,77,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,American Airlines,77,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,Delta,379,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,Delta,379,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-05,3,American Airlines,77,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,Delta,69,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,Delta,69,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,Delta,69,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,JetBlue,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,Delta,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,Delta,129,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,Delta,129,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,Delta,159,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,Delta,159,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,American Airlines,132,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,American Airlines,187,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-06,4,United Airlines,140,6:05,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,Delta,69,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,Delta,69,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,Delta,69,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,Delta,69,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,Delta,69,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,Delta,69,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,Delta,69,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,JetBlue,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,Delta,99,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,American Airlines,77,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,American Airlines,77,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-07,5,American Airlines,132,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,Delta,69,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,JetBlue,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,Delta,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,Delta,99,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,Delta,99,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,Delta,129,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,Delta,129,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,Delta,129,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,Delta,129,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,Delta,129,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,American Airlines,147,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,American Airlines,147,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-08,6,United Airlines,120,6:05,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,Delta,69,1:48,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,Delta,69,1:47,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,Delta,69,1:48,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,Delta,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,Delta,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,Delta,69,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,Delta,99,1:47,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,Delta,99,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,Delta,99,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,JetBlue,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,Delta,129,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,American Airlines,83,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,American Airlines,83,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-09,0,American Airlines,132,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,Delta,69,1:48,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,Delta,69,1:47,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,Delta,69,1:47,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,Delta,69,1:48,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,Delta,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,Delta,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,Delta,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,Delta,69,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,JetBlue,89,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,Delta,99,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,American Airlines,77,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,American Airlines,77,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-10,1,American Airlines,77,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,Delta,69,1:48,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,Delta,69,1:47,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,Delta,69,1:48,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,Delta,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,Delta,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,Delta,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,Delta,69,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,Delta,69,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,JetBlue,89,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,Delta,99,1:47,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,Delta,99,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,American Airlines,77,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,American Airlines,77,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-11,2,American Airlines,77,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,Delta,69,1:47,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,Delta,69,1:48,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,Delta,99,1:48,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,Delta,99,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,Delta,99,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,JetBlue,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,Delta,129,1:47,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,Delta,129,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,Delta,129,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,Delta,159,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,Delta,159,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,American Airlines,83,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,American Airlines,132,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-12,3,American Airlines,132,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,Delta,69,1:48,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,Delta,99,1:47,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,Delta,99,1:48,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,JetBlue,114,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,Delta,129,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,Delta,129,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,Delta,129,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,Delta,159,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,Delta,159,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,Delta,199,1:47,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,Delta,199,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,American Airlines,160,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,United Airlines,140,6:05,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-13,4,American Airlines,187,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,Delta,69,1:48,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,Delta,69,1:47,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,Delta,69,1:48,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,Delta,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,Delta,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,Delta,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,Delta,69,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,JetBlue,89,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,Delta,99,1:47,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,Delta,99,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,Delta,129,1:50,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,Delta,129,1:52,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,American Airlines,77,3:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,American Airlines,77,5:26,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-14,5,American Airlines,132,3:51,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-09-15,6,Delta,69,1:47,582
